count_products,count_orders,sum_price,count_reviews,mean_review_score,last_order_purchase_dttm
1,1,188.0,1,3.0,2018-07-09 14:09:25
1,1,26.0,1,5.0,2018-05-07 16:17:00
1,1,438.0,1,5.0,2018-05-12 14:28:16
1,1,13.99,1,4.0,2018-01-17 12:03:01
1,1,16.99,1,5.0,2017-05-12 09:24:26
1,1,148.0,1,4.0,2017-08-09 16:14:49
1,1,79.9,1,5.0,2018-01-31 14:41:00
1,1,215.0,1,4.0,2018-01-29 12:54:38
1,1,49.99,1,2.0,2017-11-25 13:40:05
1,1,425.0,1,3.0,2018-01-26 16:52:56
1,1,119.9,1,5.0,2017-03-27 12:24:28
1,1,199.0,1,5.0,2017-07-13 09:00:21
1,1,85.5,1,5.0,2018-04-01 21:29:34
1,1,105.0,1,3.0,2018-08-05 20:33:28
1,1,149.9,1,5.0,2018-07-25 10:57:54
1,1,99.99,1,5.0,2018-08-14 14:23:59
1,1,18.75,1,5.0,2018-03-16 17:56:52
1,1,195.0,1,3.0,2018-08-15 11:37:45
1,1,109.7,1,3.0,2018-08-06 16:01:58
1,1,129.9,1,5.0,2018-01-05 10:23:18
1,1,157.0,1,5.0,2017-12-01 12:48:21
1,1,524.9,1,4.0,2018-05-02 12:41:41
1,1,119.99,1,5.0,2017-03-13 14:54:17
1,1,48.0,1,4.0,2018-04-16 20:59:52
1,1,148.0,1,5.0,2017-11-19 20:22:47
1,1,57.99,1,5.0,2018-07-30 10:37:15
1,1,85.0,1,3.0,2018-05-08 13:08:34
1,1,393.98,1,1.0,2017-10-19 16:07:11
1,1,245.0,1,5.0,2018-03-23 11:37:58
2,2,317.89,2,5.0,2018-01-14 07:36:54
1,1,69.8,1,4.0,2017-12-02 12:02:34
1,1,49.9,1,5.0,2018-07-25 18:33:29
1,1,49.9,1,5.0,2017-04-20 12:57:14
1,1,39.9,1,4.0,2017-06-09 16:15:38
1,1,109.9,1,5.0,2017-03-06 20:08:47
1,1,64.99,1,3.0,2018-06-06 17:44:31
1,1,5.9,1,5.0,2018-06-19 23:13:23
1,1,95.9,1,5.0,2017-08-01 19:24:31
1,1,60.0,1,4.0,2017-08-28 10:29:48
1,1,69.5,1,4.0,2018-08-15 16:54:26
1,1,21.7,1,5.0,2018-08-08 12:22:24
1,1,24.99,1,5.0,2017-12-29 11:04:22
1,1,9.9,1,3.0,2017-06-13 19:49:59
1,1,80.0,1,2.0,2017-03-07 13:28:55
1,1,25.9,1,5.0,2018-07-19 08:17:29
1,1,69.77,1,5.0,2017-12-16 09:25:10
2,2,86.9,2,3.0,2018-05-26 19:42:48
1,1,134.99,1,5.0,2018-08-05 12:32:31
1,1,32.0,1,5.0,2018-02-13 07:17:20
1,1,949.99,1,3.0,2018-07-16 13:30:06
1,1,94.9,1,3.0,2017-08-06 20:34:10
1,1,159.98,1,4.0,2018-04-25 23:17:16
2,1,152.0,1,3.0,2018-08-11 23:17:37
1,1,49.99,1,5.0,2018-05-02 08:44:43
1,1,103.97,1,5.0,2017-04-01 13:40:12
1,1,1561.0,1,5.0,2018-04-01 22:07:00
1,1,48.99,1,4.0,2018-04-29 09:34:52
1,1,56.0,1,5.0,2017-11-24 15:02:09
1,1,328.0,1,5.0,2017-03-03 15:48:57
1,1,68.0,1,5.0,2018-02-14 09:43:06
1,1,129.99,1,5.0,2018-08-08 21:52:09
1,1,92.9,1,5.0,2018-03-31 10:38:18
2,1,220.64,1,5.0,2018-07-21 11:39:34
1,1,19.9,1,4.0,2017-11-04 20:24:52
1,1,75.07,1,4.0,2018-08-21 10:47:37
1,1,70.0,1,4.0,2018-05-18 13:51:15
2,2,132.48,2,3.0,2018-03-22 18:09:41
1,1,29.9,1,5.0,2017-06-12 21:48:33
1,1,79.99,1,5.0,2018-05-11 09:36:15
1,1,32.0,1,5.0,2017-09-03 21:48:38
1,1,159.99,1,4.0,2017-10-01 09:57:51
1,1,689.0,1,3.0,2018-05-22 22:36:54
1,1,49.8,1,4.0,2017-11-02 14:26:59
1,1,199.99,1,5.0,2018-07-27 12:38:21
1,1,199.9,1,5.0,2017-09-13 15:10:21
1,1,189.9,1,5.0,2017-09-03 09:52:30
1,1,12.9,1,5.0,2018-03-25 20:19:03
1,1,129.0,1,5.0,2018-04-11 11:42:25
1,1,135.9,1,5.0,2018-02-24 20:43:42
2,1,37.8,1,5.0,2018-01-12 09:26:20
1,1,215.6,1,5.0,2018-03-02 08:33:32
1,1,52.66,1,4.0,2018-06-20 22:51:17
1,1,15.0,1,1.0,2018-02-26 16:49:57
1,1,89.9,1,4.0,2017-10-09 14:50:32
1,1,15.99,1,4.0,2018-07-07 20:53:52
1,1,84.94,1,4.0,2017-09-04 14:01:22
1,1,169.9,1,5.0,2018-06-19 12:00:08
1,1,59.9,1,5.0,2018-06-26 12:20:15
1,1,49.0,1,2.0,2017-11-25 16:36:13
2,1,267.2,1,1.0,2017-12-02 11:18:55
1,1,89.9,1,5.0,2018-04-09 15:49:31
1,1,19.9,1,5.0,2018-02-15 19:02:19
1,1,67.99,1,5.0,2018-06-14 23:41:56
1,1,79.9,1,5.0,2017-08-05 10:22:53
1,1,189.9,1,5.0,2017-12-10 20:02:21
1,1,44.98,1,5.0,2017-10-16 12:55:19
1,1,29.99,1,5.0,2018-02-10 20:45:36
1,1,108.9,1,4.0,2017-07-31 23:07:11
1,1,39.49,1,5.0,2018-08-10 16:55:53
1,1,104.9,1,5.0,2018-05-19 08:29:57
1,1,194.9,1,5.0,2018-01-14 23:22:38
1,1,59.9,1,1.0,2018-03-24 12:25:44
1,1,599.0,1,5.0,2018-05-10 11:06:18
1,1,219.0,1,5.0,2018-02-07 22:06:31
1,1,75.0,1,4.0,2018-07-04 10:45:14
1,1,200.0,1,5.0,2017-08-10 16:54:23
1,1,44.9,1,5.0,2017-07-28 18:52:58
1,1,294.99,1,3.0,2017-09-21 19:05:52
1,1,139.99,1,4.0,2018-06-19 09:11:42
1,1,849.5,1,5.0,2018-03-11 17:09:55
1,1,53.9,1,5.0,2018-05-07 13:51:40
1,1,29.99,1,4.0,2017-12-21 23:56:54
1,1,99.99,1,1.0,2017-04-15 22:00:21
1,1,53.9,1,5.0,2018-04-09 13:43:51
1,1,24.9,1,5.0,2017-11-26 18:13:28
1,1,48.9,1,4.0,2017-11-29 17:44:25
1,1,109.95,1,5.0,2018-02-03 20:41:36
1,1,78.8,1,5.0,2017-09-26 14:42:47
1,1,21.9,1,4.0,2018-05-14 21:18:41
1,1,129.0,1,2.0,2018-06-06 23:49:36
1,1,49.97,1,5.0,2018-01-01 15:27:17
1,1,54.4,1,1.0,2018-03-10 22:58:30
1,1,30.5,1,5.0,2018-01-06 11:33:27
1,1,35.0,1,5.0,2017-04-05 21:26:56
2,1,465.88,1,2.0,2018-01-30 13:48:42
1,1,330.0,1,5.0,2018-03-21 22:59:41
1,1,249.99,1,5.0,2017-07-19 19:43:14
1,1,160.0,1,4.0,2018-06-22 19:57:24
1,1,126.99,1,5.0,2017-02-16 20:12:03
1,1,67.98,1,5.0,2018-08-22 10:49:05
1,1,29.9,1,4.0,2018-03-10 18:42:35
1,1,111.51,1,5.0,2018-08-15 23:01:42
1,1,114.0,1,5.0,2017-08-23 12:59:04
1,1,45.0,1,4.0,2018-04-13 20:34:21
1,1,309.9,1,5.0,2017-01-26 09:11:37
1,1,32.99,1,5.0,2017-05-31 22:42:05
1,1,120.9,1,5.0,2017-11-29 08:22:33
1,1,16.17,1,5.0,2017-09-12 22:53:28
1,1,10.75,1,5.0,2017-08-02 12:48:40
1,1,89.9,1,5.0,2018-02-04 22:23:22
1,1,84.99,1,2.0,2017-06-23 11:35:41
1,1,139.9,1,2.0,2017-11-21 17:34:43
1,1,210.0,1,5.0,2017-06-12 19:38:57
1,1,30.21,1,4.0,2017-11-27 19:48:08
1,1,174.0,1,5.0,2017-03-29 10:31:33
1,1,80.38,1,5.0,2018-07-03 15:48:48
1,1,62.99,1,5.0,2017-06-21 14:03:19
1,1,679.6,1,1.0,2017-03-14 17:33:28
1,1,169.0,1,5.0,2017-07-28 12:19:51
1,1,134.9,1,5.0,2018-02-12 22:18:35
1,1,20.3,1,2.0,2017-09-16 01:30:57
1,1,89.9,1,5.0,2017-11-27 13:25:08
4,1,172.13999999999996,1,1.0,2018-04-19 11:17:55
1,1,49.99,1,4.0,2017-12-31 17:55:07
1,1,59.99,1,5.0,2018-06-08 12:06:19
1,1,79.99,1,4.0,2018-04-23 13:23:27
1,1,129.9,1,5.0,2017-04-17 18:46:05
1,1,77.0,1,5.0,2017-11-16 14:38:35
1,1,13.65,1,5.0,2018-04-04 08:46:50
1,1,79.98,1,4.0,2018-04-25 07:27:40
1,1,32.9,1,2.0,2017-06-19 08:37:15
1,1,110.0,1,3.0,2018-04-27 17:52:31
1,1,179.9,1,5.0,2018-08-14 11:29:10
1,1,34.49,1,4.0,2018-06-20 07:49:50
1,1,84.99,1,4.0,2017-12-27 12:03:40
1,1,95.0,1,3.0,2018-07-30 12:48:50
1,1,28.7,1,4.0,2017-11-29 09:03:35
1,1,49.9,1,4.0,2017-03-01 08:32:00
1,1,98.0,1,5.0,2018-08-19 17:25:43
2,2,81.45,2,4.0,2018-06-03 10:12:57
1,1,89.7,1,4.0,2018-02-10 16:08:29
1,1,25.9,1,5.0,2017-07-06 22:54:18
1,1,169.9,1,4.0,2017-12-29 20:20:52
1,1,49.9,1,2.0,2017-04-12 13:01:41
1,1,238.0,1,5.0,2018-03-20 07:08:27
1,1,116.91,1,1.0,2018-02-15 18:54:00
1,1,25.5,1,5.0,2018-04-03 14:02:35
1,1,134.9,1,5.0,2017-12-02 11:17:52
1,1,25.5,1,5.0,2017-11-27 09:36:59
1,1,209.9,1,5.0,2017-04-28 14:20:07
1,1,59.99,1,5.0,2018-06-22 22:30:56
1,1,79.9,1,5.0,2017-03-28 13:47:36
2,1,2078.5,1,1.0,2017-11-07 16:54:04
2,1,213.5,1,1.0,2018-05-10 22:19:03
1,1,121.9,1,5.0,2017-09-13 08:19:01
1,1,94.98,1,5.0,2018-01-09 11:21:46
1,1,120.0,1,5.0,2017-07-29 12:08:09
1,1,399.93,1,5.0,2017-12-08 13:19:14
1,1,49.8,1,5.0,2018-05-11 07:08:35
1,1,181.56,1,1.0,2018-01-19 01:17:29
1,1,129.9,1,1.0,2017-11-23 09:49:45
1,1,159.99,1,5.0,2018-02-23 21:28:02
1,1,12.99,1,5.0,2018-06-02 14:02:44
1,1,65.9,1,5.0,2018-08-03 08:59:39
1,1,249.99,1,5.0,2018-04-03 12:39:14
1,1,89.9,1,4.0,2017-10-11 11:38:12
1,1,89.9,1,5.0,2017-11-26 22:56:45
1,1,120.0,1,5.0,2017-06-15 18:58:28
1,1,146.94,1,5.0,2018-06-20 19:22:00
1,1,199.9,1,5.0,2018-03-20 22:36:58
1,1,70.0,1,5.0,2018-08-01 13:02:26
2,1,112.80000000000001,1,1.0,2017-07-11 23:14:57
1,1,29.97,1,2.0,2018-01-14 11:56:35
1,1,59.9,1,5.0,2017-10-29 20:51:29
1,1,49.9,1,5.0,2018-03-11 16:52:50
1,1,9.0,1,4.0,2018-02-05 18:08:41
1,1,41.5,1,5.0,2017-11-21 14:45:07
1,1,159.9,1,5.0,2018-04-28 12:42:16
1,1,102.0,1,5.0,2018-05-18 00:32:21
1,1,49.0,1,1.0,2017-11-24 17:09:16
1,1,649.9,1,3.0,2017-11-17 19:42:27
1,1,99.8,1,3.0,2017-12-28 08:02:02
1,1,179.99,1,4.0,2017-03-16 20:25:10
1,1,72.0,1,5.0,2018-03-01 19:25:49
1,1,338.0,1,4.0,2018-06-14 15:47:45
1,1,2258.0,1,5.0,2018-07-27 14:28:20
1,1,94.9,1,5.0,2017-11-29 21:11:12
1,1,108.9,1,5.0,2017-11-17 19:51:56
1,1,40.0,1,5.0,2018-04-26 21:59:11
1,1,19.9,1,4.0,2018-03-04 20:11:11
1,1,64.9,1,5.0,2017-10-31 21:42:47
1,1,380.0,1,3.0,2017-03-18 11:24:06
1,1,56.89,1,5.0,2017-12-01 14:53:50
1,1,55.9,1,4.0,2017-11-25 21:45:25
1,1,64.99,1,1.0,2017-10-19 21:19:13
1,1,139.9,1,5.0,2018-07-21 21:59:41
1,1,119.0,1,5.0,2018-04-24 13:23:50
1,1,67.0,1,5.0,2018-07-27 20:40:18
1,1,69.9,1,1.0,2017-12-10 10:48:31
1,1,38.0,1,1.0,2018-03-19 22:33:16
1,1,399.9,1,5.0,2018-06-05 12:16:41
1,1,32.66,1,5.0,2018-07-30 21:20:29
2,2,99.80000000000001,4,4.0,2017-03-21 19:25:23
1,1,54.99,1,5.0,2017-12-14 15:16:42
1,1,157.9,1,5.0,2017-04-18 12:24:29
1,1,79.9,1,4.0,2017-03-24 12:20:28
1,1,49.0,1,5.0,2018-05-08 12:28:18
1,1,79.9,1,4.0,2017-06-27 11:12:50
2,1,58.89,1,5.0,2018-04-28 19:23:30
1,1,269.9,1,5.0,2018-04-17 09:50:44
1,1,18.9,1,5.0,2018-04-19 13:15:35
1,1,19.99,1,5.0,2017-06-16 23:17:41
1,1,159.77,1,4.0,2018-01-19 11:41:03
2,1,116.30000000000001,1,1.0,2018-04-05 11:32:10
1,1,219.9,1,5.0,2018-08-01 20:21:24
1,1,99.95,1,4.0,2017-06-15 11:48:29
1,1,47.9,1,5.0,2018-06-30 12:19:32
1,1,105.99,1,4.0,2018-07-14 12:22:31
1,1,14.99,1,5.0,2018-08-19 18:12:07
1,1,56.0,1,5.0,2017-07-01 10:07:41
1,1,220.0,1,1.0,2017-12-09 21:53:29
1,1,12.77,1,5.0,2018-01-16 21:24:31
1,1,29.99,1,4.0,2018-02-06 10:48:40
1,1,59.0,1,5.0,2018-05-10 11:31:11
1,1,340.0,1,5.0,2018-01-31 15:46:03
1,1,99.9,1,5.0,2018-02-21 10:11:39
1,1,209.70000000000002,1,3.0,2018-05-17 10:31:55
1,1,334.9,1,5.0,2018-04-22 13:17:43
1,1,195.3,1,5.0,2017-07-26 09:59:26
1,1,119.3,1,4.0,2017-12-01 04:19:27
1,1,94.9,1,5.0,2017-05-11 09:13:17
1,1,149.9,1,3.0,2018-07-04 21:54:37
1,1,119.9,1,5.0,2017-08-22 12:05:19
1,1,16.0,1,5.0,2017-11-25 02:11:32
1,1,49.9,1,5.0,2017-12-13 09:29:56
1,1,49.9,1,5.0,2018-07-20 10:25:59
1,1,99.99,1,5.0,2018-07-16 10:22:16
1,1,129.0,1,4.0,2018-01-14 18:01:40
1,1,169.83,1,4.0,2018-04-07 08:28:23
1,1,199.9,1,5.0,2017-09-03 21:16:20
1,1,113.57,1,2.0,2018-04-15 11:54:15
1,1,59.9,1,3.0,2017-11-17 21:13:50
1,1,29.99,1,3.0,2017-12-30 21:13:02
1,1,56.99,1,4.0,2017-09-26 16:19:36
1,1,65.9,1,5.0,2018-03-14 12:09:51
1,1,30.1,1,1.0,2017-11-28 21:12:36
1,1,151.0,1,5.0,2018-02-03 13:26:26
1,1,23.9,1,4.0,2017-04-17 09:17:54
1,1,399.9,1,1.0,2017-08-12 17:08:34
2,1,260.9,1,1.0,2018-01-17 17:59:39
1,1,120.0,1,5.0,2018-03-20 17:46:18
1,1,25.45,1,3.0,2018-02-20 22:36:14
1,1,9.9,1,5.0,2018-08-01 16:26:22
1,1,24.5,1,4.0,2017-11-29 20:47:39
2,1,98.0,1,5.0,2017-11-26 22:09:58
1,1,79.0,1,4.0,2017-12-10 19:01:54
2,1,117.80000000000001,1,3.0,2018-03-09 17:34:51
1,1,110.32,1,4.0,2018-07-17 13:29:52
2,1,327.98,1,5.0,2017-03-04 23:21:48
1,1,219.99,1,5.0,2017-06-10 18:02:25
1,1,16.9,1,5.0,2018-04-28 23:52:51
1,1,129.99,1,3.0,2018-07-28 17:27:08
1,1,24.9,1,5.0,2018-08-19 22:46:19
1,1,29.99,1,5.0,2018-08-22 12:32:55
1,1,150.0,1,5.0,2018-01-09 18:03:35
1,1,69.9,1,5.0,2018-05-22 21:58:57
1,1,19.9,1,5.0,2018-03-08 21:11:34
2,1,247.23000000000002,1,1.0,2018-01-15 17:03:23
1,1,43.49,1,5.0,2018-05-18 20:42:47
1,1,79.0,1,3.0,2017-12-20 21:44:31
1,1,89.99,1,5.0,2018-06-02 23:36:30
3,1,171.78,1,3.0,2018-08-04 11:26:44
1,1,35.9,1,4.0,2018-04-24 22:59:44
1,1,179.99,1,5.0,2018-07-21 20:09:58
1,1,60.9,1,4.0,2018-04-12 16:14:39
1,1,199.9,1,5.0,2018-01-06 16:40:02
1,1,139.99,1,2.0,2017-10-25 22:06:10
1,1,99.9,1,5.0,2017-08-25 11:21:00
1,1,91.3,1,5.0,2018-05-22 19:45:14
1,1,27.9,1,5.0,2018-05-19 16:08:40
1,1,205.0,1,4.0,2017-08-03 16:55:25
1,1,19.9,1,4.0,2017-05-26 23:29:07
1,1,259.0,1,5.0,2018-04-08 11:20:58
1,1,116.9,1,5.0,2018-08-22 17:30:50
1,1,430.0,1,4.0,2017-04-13 16:00:12
1,1,42.0,1,5.0,2017-08-28 17:37:12
1,1,129.8,1,4.0,2017-05-27 20:58:23
1,1,16.9,1,5.0,2018-01-30 16:13:28
1,1,139.99,1,4.0,2017-11-19 13:27:09
1,1,49.9,1,5.0,2017-08-29 19:47:21
1,1,29.4,1,3.0,2018-03-20 10:29:51
1,1,40.0,1,4.0,2018-01-04 19:15:58
1,1,50.4,1,5.0,2018-07-14 14:46:54
1,1,147.9,1,5.0,2017-10-18 11:17:22
1,1,24.9,1,5.0,2018-04-14 21:25:50
1,1,79.9,1,5.0,2017-08-11 20:35:14
1,1,197.8,1,1.0,2017-09-19 09:02:15
1,1,171.9,1,5.0,2017-11-24 12:23:11
1,1,39.0,1,5.0,2017-10-15 23:34:07
1,1,92.1,1,1.0,2018-03-27 23:07:10
1,1,118.0,1,5.0,2018-03-19 08:56:43
1,1,97.0,1,1.0,2018-03-02 09:11:23
1,1,26.69,1,5.0,2017-05-09 14:58:25
2,2,182.9,2,3.5,2018-02-17 15:54:49
1,1,12.25,1,2.0,2018-01-21 18:12:07
1,1,38.6,1,1.0,2017-09-17 21:03:28
1,1,25.9,1,5.0,2017-07-18 11:28:33
1,1,139.9,1,5.0,2017-12-03 21:09:16
1,1,49.98,1,5.0,2018-06-21 09:08:51
1,1,29.9,1,5.0,2017-11-13 23:00:10
1,1,317.9,1,5.0,2018-02-19 15:37:39
1,1,139.0,1,5.0,2018-01-01 09:36:21
1,1,74.99,1,1.0,2018-05-14 14:46:41
1,1,65.0,1,2.0,2018-07-13 15:26:30
1,1,65.0,1,5.0,2018-02-14 20:05:48
1,1,3999.9,1,5.0,2017-03-18 20:08:04
1,1,14.9,1,4.0,2018-04-03 13:05:59
1,1,39.99,1,5.0,2017-10-15 03:18:50
2,2,183.43,2,4.5,2017-08-22 12:51:29
1,1,29.5,1,5.0,2018-01-11 19:36:51
1,1,7.87,1,5.0,2017-03-07 18:12:40
1,1,64.99,1,5.0,2017-12-09 14:40:14
1,1,229.99,1,4.0,2017-05-06 20:58:27
1,1,29.99,1,5.0,2017-10-05 10:35:03
1,1,18.9,1,4.0,2017-11-26 16:31:13
1,1,82.99,1,4.0,2017-10-17 23:47:22
1,1,49.9,1,3.0,2017-09-07 10:36:54
2,2,427.9,2,4.5,2017-06-18 22:46:42
1,1,84.99,1,4.0,2017-06-14 09:44:30
1,1,99.99,1,5.0,2017-03-01 11:52:50
1,1,69.9,1,3.0,2018-05-04 16:54:41
1,1,72.9,1,1.0,2018-02-14 12:45:19
1,1,79.99,1,4.0,2018-04-03 22:08:31
1,1,358.98,1,4.0,2018-03-24 13:13:08
1,1,79.9,1,4.0,2017-09-30 12:06:40
1,1,34.9,1,1.0,2018-02-26 18:58:02
1,1,1390.0,1,5.0,2018-03-15 22:07:54
2,2,1429.8000000000002,2,3.5,2018-06-18 13:08:38
1,1,29.98,1,5.0,2018-08-20 14:31:33
2,1,318.0,1,4.0,2018-07-23 11:30:12
2,1,65.6,1,5.0,2017-02-10 10:02:07
1,1,49.0,1,5.0,2018-04-05 15:57:22
1,1,59.0,1,4.0,2017-08-25 21:09:03
1,1,63.9,1,5.0,2018-04-11 21:37:56
1,1,87.74,1,4.0,2017-01-29 19:17:41
1,1,33.0,1,5.0,2018-02-26 14:31:31
2,1,228.0,1,5.0,2018-07-20 11:10:41
1,1,99.99,1,1.0,2017-04-13 11:29:10
1,1,610.0,1,5.0,2017-08-28 21:51:16
1,1,134.0,1,4.0,2018-04-21 17:34:58
1,1,46.4,1,5.0,2018-06-18 21:12:18
1,1,29.9,1,1.0,2017-09-13 01:32:11
1,1,319.79999999999995,1,5.0,2018-07-28 13:14:46
1,1,42.9,1,5.0,2017-09-19 23:49:48
1,1,49.9,1,2.0,2018-02-15 21:58:37
1,1,69.9,1,5.0,2017-07-07 15:13:16
1,1,129.9,1,4.0,2017-12-13 06:59:57
1,1,113.9,1,1.0,2018-05-16 18:10:37
1,1,149.9,1,5.0,2018-04-30 08:34:14
1,1,49.99,1,4.0,2017-05-03 08:28:44
1,1,22.49,1,4.0,2018-07-07 18:35:06
1,1,120.0,1,5.0,2017-11-16 13:50:41
1,1,987.0,1,4.0,2018-03-27 22:03:44
1,1,110.0,1,4.0,2017-10-28 22:10:51
1,1,9.9,1,5.0,2018-02-05 20:47:48
1,1,117.3,1,5.0,2018-04-12 10:23:19
2,2,226.34,2,5.0,2018-07-20 04:13:54
1,1,81.99,1,5.0,2017-10-12 11:37:18
2,2,276.9,2,5.0,2017-11-28 13:30:58
1,1,89.99,1,2.0,2018-01-22 17:10:19
1,1,34.9,1,1.0,2017-11-08 19:05:31
1,1,157.0,1,5.0,2018-05-30 13:42:13
1,1,155.0,1,5.0,2018-02-10 20:36:35
1,1,699.0,1,4.0,2018-02-23 12:04:01
1,1,129.99,1,2.0,2017-09-22 14:49:07
1,1,19.9,1,5.0,2017-09-08 14:44:39
1,1,56.99,1,5.0,2017-10-14 21:03:22
1,1,17.0,1,4.0,2018-07-16 23:56:48
1,1,19.9,1,5.0,2018-05-31 17:39:16
1,1,79.9,1,3.0,2018-07-09 21:53:03
1,1,12.9,1,3.0,2018-03-09 17:23:29
1,1,89.9,1,4.0,2017-02-11 18:33:28
1,1,58.99,1,5.0,2018-08-07 16:50:59
1,1,15.9,1,5.0,2018-08-27 11:19:47
1,1,129.9,1,5.0,2017-12-28 21:35:44
1,1,11.89,1,5.0,2018-02-02 18:17:19
1,1,219.9,1,5.0,2018-04-04 05:12:09
1,1,37.9,1,5.0,2018-06-25 15:10:03
1,1,24.9,1,5.0,2017-03-22 11:40:21
1,1,39.0,1,5.0,2018-03-18 08:25:36
1,1,72.9,1,3.0,2017-10-16 01:21:34
1,1,35.0,1,5.0,2017-04-06 13:45:55
1,1,69.9,1,3.0,2018-03-09 10:43:32
1,1,79.9,1,5.0,2017-11-27 02:27:01
1,1,69.0,1,4.0,2018-08-10 12:24:15
1,1,74.69999999999999,1,3.0,2018-03-15 23:46:36
1,1,29.0,1,5.0,2017-11-07 01:07:57
1,1,177.0,1,5.0,2017-03-21 10:29:01
1,1,193.0,1,5.0,2017-10-08 21:20:24
1,1,35.0,1,4.0,2018-08-11 09:50:14
1,1,79.0,1,3.0,2018-01-30 10:05:05
2,2,289.9,2,5.0,2017-05-01 14:48:33
1,1,78.0,1,1.0,2018-03-31 13:49:02
1,1,119.8,1,1.0,2017-10-11 10:50:36
1,1,69.99,1,1.0,2018-08-02 21:24:24
1,1,50.0,1,5.0,2017-10-31 22:14:43
