seller_id,2017,2018,absolute_growth,percentage_growth,seller_zip_code_prefix,mean_geolocation_lat,mean_geolocation_lng,total_sales
01fdefa7697d26ad920e9e0346d4bd1b,8094.96999999999,6826.459999999993,-1268.5099999999975,-15.670348376831523,86050,-23.33133681639532,-51.1772454543046,14921.429999999982
0241d4d5d36f10f80c644447315af0bd,1574.600000000001,29823.10000000008,28248.500000000076,1794.0111774418938,80330,-25.4699735553138,-49.30737230197128,31397.70000000008
0249d282d911d23cb8b869ab49c99f53,371.0,22.0,-349.0,-94.07008086253369,5676,-23.596964866261917,-46.69861843897608,393.0
024b564ae893ce8e9bfa02c10a401ece,239.0,0.0,-239.0,-100.0,3280,-23.583551201893485,-46.537383667805834,239.0
028872bfa080090a9d0abd4f1af168f8,70.5,0.0,-70.5,-100.0,33940,-19.814426532426847,-44.026272586341875,70.5
02a2272692e13558373c66db98f05e2e,29.99,0.0,-29.99,-100.0,20040,-22.905686000249105,-43.17715630706046,29.99
02b72cdeb9cfcc429f1af6f4e3f3b737,0.0,522.65,522.65,inf,14940,-21.757320637712766,-48.829743533437124,522.65
02c988090b766852e088c69d7fb3b551,604.3499999999999,1014.3,409.95000000000005,67.83320923306033,13473,-22.72062533010144,-47.30723687984722,1618.6499999999999
02d35243ea2e497335cd0f076b45675d,5246.0,548.0,-4698.0,-89.55394586351505,59077,-5.8402480652230375,-35.20793075034626,5794.0
02dcd3e8e25bee036e32512bcf175493,150.0,1341.9,1191.9,794.6,32310,-19.9387689332349,-44.038341698250974,1491.9
02ecc2a19303f05e59ce133fd923fff7,2360.2999999999997,2903.89,543.5900000000001,23.03054696436895,9121,-23.681514252303955,-46.50092180775808,5264.19
02f5837340d7eb4f653d676c7256523a,1617.23,2265.8199999999997,648.5899999999997,40.10499434217765,80620,-25.45888097171207,-49.284894008186754,3883.0499999999997
02f623a8eb246f3c5f7c2f96462654e6,0.0,6378.0,6378.0,inf,18611,-22.874881658404483,-48.4357533856323,6378.0
0307f7565ff85b299b6e5ef162b1b1a9,4695.0,0.0,-4695.0,-100.0,15085,-20.836208821802977,-49.38807095699605,4695.0
034b9387752bfa309f350a70cd45ffa3,0.0,96.0,96.0,inf,89036,-26.9182168346561,-49.09395375152906,96.0
038b75b729c8a9a04b0d07cba7eabe86,0.0,467.0,467.0,inf,12231,-23.224372002311355,-45.882059803885305,467.0
039b29ff3b3473435d0cd59040575de9,0.0,114.90000000000002,114.90000000000002,inf,9443,-23.68064494696187,-46.34951520939183,114.90000000000002
039e6ad9dae79614493083e241147386,0.0,12925.0,12925.0,inf,3560,-23.547610027193883,-46.499776496197256,12925.0
03a2a6dcbe45d639c4dc2a0d24769c40,0.0,1078.4099999999999,1078.4099999999999,inf,9340,-23.67140671874026,-46.430267450470716,1078.4099999999999
03bd479e1d9484cdb14104d3023f7321,0.0,359.70000000000005,359.70000000000005,inf,38401,-18.891615962728622,-48.28981551637616,359.70000000000005
0417b067eeab773d2f7061a726dc477f,0.0,1859.1799999999998,1859.1799999999998,inf,89288,-26.232193978218582,-49.411882265954304,1859.1799999999998
042573af89b6d931f672efaf789d8358,0.0,413.48,413.48,inf,18015,-23.502754626563185,-47.43045059256106,413.48
04308b1ee57b6625f47df1d56f00eedf,8305.3,51825.30000000008,43520.00000000009,524.0027452349715,88215,-27.156572530334884,-48.50320378589788,60130.60000000008
0432ead42b6c8a0bdf68154add917fdf,6946.199999999992,723.0999999999999,-6223.099999999991,-89.58999165011085,9320,-23.660030872728164,-46.44151148849928,7669.299999999992
044668ccd5316b12a7cf0d54a156e3e9,0.0,137.79999999999998,137.79999999999998,inf,6016,-23.532463426093493,-46.7795430751613,137.79999999999998
04843805947f0fc584fc1969b6e50fe7,0.0,1400.0,1400.0,inf,93900,-29.60528689356289,-51.164277892118754,1400.0
048c2757535328e0d7dac690ad3c0aae,4366.799999999999,4897.979999999998,531.1799999999985,12.16405605935693,14406,-20.536613759556865,-47.43358387554184,9264.779999999997
04aa0a1c5ce6b222003403a3e11c3cc0,5409.0,109.0,-5300.0,-97.98484008134591,13150,-22.641854186411024,-47.189385100712364,5518.0
04aba03279157f6d4e0fe8ccaf21963c,1454.0,1121.9,-332.0999999999999,-22.840440165061892,28470,-21.552859881634557,-42.19618878044137,2575.9
04e38a233f726ef161074ab1c9b0399a,827.1999999999997,524.9999999999999,-302.1999999999998,-36.53288201160541,1239,-23.54309527008478,-46.63105919621764,1352.1999999999996
04ee0ec01589969663ba5967c0e0bdc0,0.0,289.49,289.49,inf,95910,-29.430823732155336,-51.99377718667392,289.49
04fdea0c111866e6cf812f1570d6b5bd,485.0,475.0,-10.0,-2.0618556701030966,8411,-23.553842470028954,-46.41230835575103,960.0
0509040ea3fe50071181bbc359eb7738,2257.850000000001,1480.0999999999997,-777.7500000000011,-34.44648670195101,31710,-19.840041680680123,-43.95933923847523,3737.9500000000007
052577151711aec5c744fe12e66db3e1,2748.0,0.0,-2748.0,-100.0,89136,-26.889322403539186,-49.350562973333936,2748.0
054694fa03fe82cec4b7551487331d74,8378.0,1605.1,-6772.9,-80.84148961566007,15840,-21.314997747152887,-49.05541730507598,9983.1
056b4ada5bbc2c50cc7842547dda6b51,995.98,11337.409999999989,10341.42999999999,1038.3170344786029,26379,-22.73701486100054,-43.56361873677635,12333.389999999989
0570350b23eda5444f8d1d9544932058,0.0,626.9,626.9,inf,5104,-23.51387705958753,-46.75621774505109,626.9
05730013efda596306417c3b09302475,0.0,952.0,952.0,inf,88813,-28.678033689593565,-49.338835280840435,952.0
058cb5aeb36d7c0fcae20fc85d5e0a59,276.0,1052.0,776.0,281.15942028985506,21635,-22.832902971525172,-43.41230278119794,1328.0
058fd0aa2bfdb2274e05e1ae971dabb6,4539.5,3128.4,-1411.1,-31.084921246833353,9020,-23.661829862870693,-46.526935182825184,7667.9
05a48cc8859962767935ab9087417fbb,0.0,42.9,42.9,inf,5372,-23.57983030302489,-46.75751352696018,42.9
05a940b4ecae36cadfd8e93bd9c43257,399.30000000000007,552.6999999999999,153.39999999999986,38.4172301527673,74305,-16.69394476413473,-49.2969943378018,952.0
05aebce0b5c8f0d41b29b686f2d05fd3,0.0,74.99000000000001,74.99000000000001,inf,3962,-23.60567392342068,-46.481512620852826,74.99000000000001
05ca864204d09595ae591b93ea9cf93d,0.0,179.9,179.9,inf,6465,-23.498520694082107,-46.85053707630061,179.9
05d2173d43ea568aa0540eba70d2ca76,1065.68,4693.98,3628.2999999999993,340.46805795360706,37135,-21.422172782486314,-45.964344365355856,5759.66
05e107217c7266362fd44b75b2cd4cc4,0.0,193.38000000000002,193.38000000000002,inf,5353,-23.56033909413364,-46.75091587091028,193.38000000000002
05f51e13da97139648b8125c31e5f51b,12493.419999999987,1275.5900000000001,-11217.829999999987,-89.78990540620582,31910,-19.869927909222362,-43.919706450313775,13769.009999999987
05feb94f19d094d4b0f9281f0b1d4c99,5977.0,3376.0,-2601.0,-43.51681445541241,8752,-23.543394600163566,-46.262085681846166,9353.0
05ff92fedb5be47920fea08e501238b9,13862.939999999995,8040.839999999999,-5822.099999999996,-41.997584927872424,98803,-28.290552519798347,-54.26251143307889,21903.779999999995
062c325cd6a2b87845fab56b4ec2eeae,0.0,133.22,133.22,inf,8150,-23.518635254069064,-46.413806647070295,133.22
062ce95fa2ad4dfaedfc79260130565f,7520.999999999995,0.0,-7520.999999999995,-100.0,95913,-29.44657988996661,-51.96120191364099,7520.999999999995
06532f10282704ef4c69168b914b77be,10220.5,0.0,-10220.5,-100.0,87140,-23.45682094005968,-52.039905497105465,10220.5
06579cb253ecd5a3a12a9e6eb6bf8f47,2265.900000000001,2461.300000000002,195.400000000001,8.623505009047228,4007,-23.579236019595626,-46.653829772757454,4727.200000000003
066a6914e1ebf3ea95a216c73a986b91,7144.209999999994,2186.2700000000004,-4957.939999999993,-69.39801601576659,85863,-25.52417941764146,-54.56954811777933,9330.479999999994
0691148aee60ca47977c187804f935ae,239.62999999999997,5628.879999999997,5389.249999999997,2248.988023202436,86010,-23.31812709264707,-51.157136422828195,5868.5099999999975
0692610d8abe24f287e9fae90ea0bbee,0.0,173.99,173.99,inf,2310,-23.472814658449078,-46.600729145013894,173.99
06a2c3af7b3aee5d69171b0e14f0ee87,0.0,36408.95000000018,36408.95000000018,inf,65072,-2.5012422006260033,-44.248163365967585,36408.95000000018
06bb3a2fe5e7b7a845b13e8fb91bd944,842.5999999999999,693.5899999999999,-149.01,-17.684547828150965,31844,-19.83841420727106,-43.91567119293644,1536.1899999999998
06df0c10d34e459d9672bc77388742eb,0.0,9070.0,9070.0,inf,87045,-23.42413885933309,-51.89568585707491,9070.0
06e5eefc71ec47ae763c5c6f8db7064f,4789.71,17398.85,12609.14,263.25476907787737,91350,-30.015528344866215,-51.16270825237459,22188.559999999998
07017df32dc5f2f1d2801e579548d620,797.49,149.0,-648.49,-81.31638014269771,58030,-7.114710808753135,-34.855616162565795,946.49
070d165398b553f3b4b851c216b8a358,557.9300000000001,2835.2299999999987,2277.2999999999984,408.16948362697804,3916,-23.588437863894512,-46.51144073547189,3393.159999999999
0725b8c0f3f906e58f70cbe76b7c748c,989.07,1201.2299999999993,212.1599999999993,21.45045345627703,7023,-23.477578195722153,-46.54104308769279,2190.2999999999993
0743a0239d764b9a0f959a57d07e36ab,0.0,336.96,336.96,inf,3138,-23.58741915450063,-46.581435332792125,336.96
0747d5bb69f0586cc869d8af4c50f93e,273.8,0.0,-273.8,-100.0,28990,-22.92375654835557,-42.50447966854644,273.8
0761743cbffb25d7148189e9f1a5f03a,175.79999999999998,65.4,-110.39999999999998,-62.79863481228668,14096,-21.20131082333705,-47.7779524735565,241.2
077c5fae4bea9500e3737b16f71b9d3a,20.4,86.4,66.0,323.52941176470597,18052,-23.531731945338546,-47.49980351058786,106.80000000000001
0791d9fc1e30678ecf03d3e55fa108d3,0.0,842.0,842.0,inf,30775,-19.89649067170409,-43.968757304671726,842.0
079d295dcbf06ee8bb1b65ba964eb2b6,0.0,349.3,349.3,inf,2124,-23.50697691302586,-46.57712086357543,349.3
07a9bc7f61396b658ddf3ac534efe44c,119.9,0.0,-119.9,-100.0,2925,-23.50194675411805,-46.69850016324395,119.9
07bf9669d84d1f11be443a9dd938f698,1044.0,732.0,-312.0,-29.885057471264364,4761,-23.662843397851404,-46.71802738661014,1776.0
07d75e33f2750d97d467fb57e4dfdd8a,0.0,722.4,722.4,inf,2117,-23.51865496410496,-46.59365984819465,722.4
07de60b03d150fb3ea09eab5da5e4c8b,0.0,719.0999999999999,719.0999999999999,inf,14940,-21.757320637712766,-48.829743533437124,719.0999999999999
07e8e8fc5222bb358e6f259da3197074,0.0,51.8,51.8,inf,4216,-23.5966919223351,-46.600517415347056,51.8
080102cd0a76b09e0dcf55fcacc60e05,811.4200000000001,4905.359999999993,4093.9399999999932,504.54018880481044,31140,-19.894574207526322,-43.931234581848464,5716.779999999993
080199a181c46c657dc5aa235411be3b,4203.7599999999975,10300.439999999991,6096.679999999994,145.02921194359328,6097,-23.528549092116897,-46.779788326644095,14504.19999999999
08061dc0fc165ed41288cc7acde738ee,123.80000000000001,0.0,-123.80000000000001,-100.0,6036,-23.55807593943668,-46.77602096391083,123.80000000000001
08084d990eb3f53af056ccbc1730c8a7,0.0,372.50000000000006,372.50000000000006,inf,3612,-23.517499589303576,-46.53574289589707,372.50000000000006
081acf3de680d554796c9cf041be7bc2,399.5,1197.8000000000002,798.3000000000002,199.82478097622032,33200,-19.731097253636847,-43.941465688797514,1597.3000000000002
082e0bf4cb865a6533b1e8e498cc0255,753.1,1320.2,567.1,75.3020847165051,18608,-22.866052773277374,-48.46069203327624,2073.3
085f6f7e049c996695fb2074fe38d45e,0.0,305.4,305.4,inf,12020,-23.02428090518156,-45.55908211584209,305.4
08633c14ef2db992c11f840f04fad4cd,226.70000000000002,7417.5999999999885,7190.899999999989,3171.9894133215653,9416,-23.738855470323358,-46.4471409713536,7644.299999999988
0873d9f8f36123f8d910f4760e788cfb,0.0,7265.59,7265.59,inf,6465,-23.498520694082107,-46.85053707630061,7265.59
0885aaf116795758dfeb5f1032487bcd,124.9,2523.1000000000013,2398.200000000001,1920.0960768614902,8541,-23.52039186756291,-46.37405086923973,2648.0000000000014
0887a9f087bcd5d9f6642b52f897fc6c,1642.0,0.0,-1642.0,-100.0,11990,-25.009292746688914,-47.931957103614316,1642.0
08ad4ac1388e4420ca531c3edfc46198,0.0,221.61999999999998,221.61999999999998,inf,6663,-23.557647455396495,-46.93978258666857,221.61999999999998
08cdbae123ff67ca4e36d9d641ce0119,0.0,3098.99,3098.99,inf,36504,-21.113687113557148,-42.937331269957205,3098.99
08d0949a9a17c027262db1f3c450c26c,46.9,277.90000000000003,231.00000000000003,492.53731343283596,85804,-24.986482985801867,-53.49319710647039,324.8
08d1c9478fb0d7d7fcac9c0da4e82fc7,0.0,538.0,538.0,inf,31110,-19.90491827268253,-43.936891702496084,538.0
08d2d642cf72b622b14dde1d2f5eb2f5,913.9999999999999,0.0,-913.9999999999999,-100.0,17512,-22.158801244993846,-49.96150594898239,913.9999999999999
08f5819815f3d06545011850bd70f0a8,0.0,452.0,452.0,inf,11075,-23.95460047631286,-46.3377311534732,452.0
091065b789659bc3cd9af9cb3a6253ff,690.0,669.0,-21.0,-3.04347826086957,92120,-29.949839227216522,-51.16849385835351,1359.0
0936e1837d0c79253456bbb2ffaaef10,38.9,0.0,-38.9,-100.0,2050,-23.51734415478189,-46.612135226939586,38.9
093805f8f2aeb63881444571e1f48f30,1171.3900000000003,44.4,-1126.9900000000002,-96.20963129273768,6236,-23.51010786952278,-46.787354816664426,1215.7900000000004
094ced053e257ae8cae57205592d6712,0.0,1519.2,1519.2,inf,14095,-21.19102299555017,-47.76791416876067,1519.2
0951a6e282947e09cd47969f4ed0b47f,0.0,492.29999999999995,492.29999999999995,inf,6763,-23.611337140429235,-46.760748712481636,492.29999999999995
09883d9ab71c8fe8a9bfc7fc3075b07e,329.5,0.0,-329.5,-100.0,8180,-23.49269969912071,-46.42102612749886,329.5
099095b050cfe8eb1ddff5317587e96e,829.99,4363.839999999997,3533.8499999999976,425.7701900022889,3322,-23.54868915651899,-46.5655381380219,5193.829999999997
09bad886111255c5b5030314fc7f1a4a,0.0,487.5,487.5,inf,1022,-23.544921826153427,-46.63193133561195,487.5
09f952a5f58d2285b0372551ae8f9b01,1948.3500000000001,9873.15,7924.799999999999,406.7441681422742,9725,-23.706316018037764,-46.55695623040589,11821.5
0a198e95d32b1be2da9424c962a6ebfa,0.0,69.99,69.99,inf,32260,-19.954716106653937,-44.0389637446662,69.99
0a82f5fb06a4fe4ac2cf7cb412ec71b8,0.0,462.0,462.0,inf,5524,-23.597017937639016,-46.742765414697416,462.0
0a85ebe4e328db81ac9109781205e2f7,0.0,667.9,667.9,inf,13205,-23.247403321743974,-46.85464065410207,667.9
0aa124728afc1131dff5655f4c6f487b,0.0,799.0,799.0,inf,37135,-21.422172782486314,-45.964344365355856,799.0
0aa2205ca24f113f4658a5c536667426,0.0,815.62,815.62,inf,4281,-23.606213117621063,-46.60917170458758,815.62
0ac4201fda2c68ebc0e47cb9423cf3c9,557.96,1118.92,560.96,100.53767295146608,3345,-23.57157695736587,-46.56366058582028,1676.88
0ad80de75c811326389cfb1daba7d45e,1219.5,229.9,-989.6,-81.1480114801148,20261,-22.92401542829236,-43.213547671608936,1449.4
0adac9fbd9a2b63cccaac4f8756c1ca8,9672.289999999988,6030.209999999999,-3642.079999999989,-37.65478495785376,13290,-23.08550507419915,-46.95954096067056,15702.499999999987
0ade5cc4a305ed7093a23f68ca47519c,79.89,78.99,-0.9000000000000057,-1.1265490048817162,81030,-25.483878697680172,-49.272408707514224,158.88
0aea4c6ae1505b3228ddf3dd7822ee5b,476.97,950.94,473.97,99.37102962450469,18080,-23.485222804706996,-47.45986989975183,1427.91
0af2ab31141893d26aca5a404a537dab,0.0,59.0,59.0,inf,3431,-23.550472430843698,-46.53884595688125,59.0
0af977692321d895349eded183341d28,0.0,257.75,257.75,inf,11070,-23.956747673686184,-46.345271969117434,257.75
0afccdb8a34ee5c79f7c06faf2b4d56e,1145.6999999999998,79.8,-1065.8999999999999,-93.03482587064677,38400,-18.913247873843893,-48.27821224449982,1225.4999999999998
0b09101900100c0e9d312861fad5a1b9,153.75,0.0,-153.75,-100.0,3168,-23.554397891852155,-46.59568963440545,153.75
0b0ddbc7b9d9584f442c7ac92b0ff6c9,0.0,1416.76,1416.76,inf,7052,-23.47264130837402,-46.55405162314024,1416.76
0b18d63d0cd1d723567903fd34a07df2,1086.46,591.68,-494.7800000000001,-45.54056292914604,5141,-23.492024033813994,-46.72898406045396,1678.1399999999999
0b1ca3ef18a63d7eb0c8897fa0849c08,0.0,55.0,55.0,inf,18131,-23.53171637882901,-47.148670759327565,55.0
0b35c634521043bf4b47e21547b99ab5,1571.9,11961.749999999996,10389.849999999997,660.9739805331126,84530,-25.371975656252413,-50.462083835822334,13533.649999999996
0b36063d5818f81ccb94b54adfaebbf5,765.0,0.0,-765.0,-100.0,89255,-26.467360494541282,-49.093061835412655,765.0
0b3f27369a4d8df98f7eb91077e438ac,146.51,0.0,-146.51,-100.0,7412,,,146.51
0b46f784306be7200ca1700aa55d819f,19.9,0.0,-19.9,-100.0,31210,-19.906712194756448,-43.94889650258166,19.9
0b64bcdb0784abc139af04077d49a20e,0.0,137.6,137.6,inf,92420,-29.88532995305923,-51.17823714857107,137.6
0b90b6df587eb83608a64ea8b390cf07,3676.5399999999995,24915.780000000002,21239.24,577.69642109157,87025,-23.38247209396673,-51.927966489669856,28592.320000000003
0bae85eb84b9fb3bd773911e89288d54,4532.7999999999965,2949.4099999999994,-1583.3899999999971,-34.931830215319415,88301,-26.91187688025886,-48.65639411001171,7482.2099999999955
0bb27263628258b8111a0262769fa9db,22.2,0.0,-22.2,-100.0,3077,-23.53168092647202,-46.58070214628632,22.2
0bb738e4d789e63e2267697c42d35a2d,1132.3999999999999,1255.8999999999999,123.5,10.906040268456385,18130,-23.531424390734568,-47.134427650462705,2388.2999999999997
0be8ff43f22e456b4e0371b2245e4d01,4107.100000000004,7428.699999999988,3321.599999999984,80.87458303912689,4461,-23.691183009689926,-46.679584294640954,11535.799999999992
0bebbb2cea103a4a020c95d43fd7d754,0.0,1367.2,1367.2,inf,2515,-23.510207653445484,-46.65788988269823,1367.2
0bf0150d5b9d60d9cd2906003332f085,4037.700000000002,1736.9,-2300.800000000002,-56.98293582980411,1547,-23.5829939617234,-46.621126761640326,5774.600000000002
0bfd0b434243adc5c2e1aa6baf19c6aa,286.3,84.9,-201.4,-70.34579112818722,22745,-22.935058480174064,-43.33359407042852,371.20000000000005
0c7533c71df861ec58ad7ff999ed0e8d,1305.4000000000003,1683.9000000000008,378.50000000000045,28.994944078443407,13270,-22.97545814072231,-47.00268239234955,2989.300000000001
0c7f30ae9b147eca07affbef92832a6a,479.5,0.0,-479.5,-100.0,84020,-25.079960387465682,-50.13255780440033,479.5
0c8380b62e38e8a1e6adbeba7eb9688c,14860.299999999965,2289.1000000000013,-12571.199999999964,-84.59586953157066,37410,-21.693370826873444,-45.25976867138688,17149.399999999965
0cab2da43793a6f3c5ed8514c5f54627,0.0,309.70000000000005,309.70000000000005,inf,80060,-25.42963241666681,-49.26131687338104,309.70000000000005
0cbcee27c791afa0cdcb08587a2013a8,2458.0,2731.15,273.1500000000001,11.112693246541916,37410,-21.693370826873444,-45.25976867138688,5189.15
0d33a55da925bbf1ff02af5f6059fc7f,32.7,514.5999999999999,481.8999999999999,1473.7003058103971,5632,-23.599535586507255,-46.735436371547834,547.3
0d4c8269e7f0401201794deef160edd6,792.64,0.0,-792.64,-100.0,14076,-21.156700327270215,-47.7861952304146,792.64
0d83f8e03188682112cc0d93523705cc,251.76,444.5,192.74,76.5570384493168,91150,-30.00326017740813,-51.11873514426362,696.26
0d85bbda9889ce1f7e63778d24f346eb,3652.300000000003,1192.9,-2459.400000000003,-67.3383895079813,38414,-18.921397435860243,-48.329463344963266,4845.200000000003
0daf5180aa44356f60f8effa533b55a2,0.0,144.8,144.8,inf,74043,-16.675216754850805,-49.259844229933485,144.8
0db783cfcd3b73998abc6e10e59a102f,7307.5999999999985,1699.8000000000004,-5607.799999999998,-76.73928512781212,11010,-23.933572609891637,-46.329625277598225,9007.4
0dd184061fb0eaa7ca37932c68ab91c5,199.0,18247.92,18048.92,9069.80904522613,7031,-23.493718851420663,-46.54618856351207,18446.92
0ddefe3c7a032b91f4e25b9c3a08fca1,0.0,402.9,402.9,inf,9721,-23.71964586603909,-46.5475254638554,402.9
0df3984f9dfb3d49ac6366acbd3bbb85,5046.499999999999,4844.99,-201.5099999999993,-3.993064500148602,32604,-19.951799038267147,-44.19603748039602,9891.489999999998
0dfbed20065e425d2eaefb101f9816c0,0.0,84.35,84.35,inf,13660,-21.866032425983537,-47.47810175812133,84.35
0e44d110fa6a54e121cb2c095a77762f,189.24,34.08,-155.16000000000003,-81.99112238427394,7901,-23.28284336745419,-46.74615014505265,223.32
0e72c1a751b496722a6cb1f10653b62a,0.0,140.8,140.8,inf,6280,-23.509788585391938,-46.76684853672089,140.8
0e982cff76cc0579f632cea8a0e38c9d,655.44,651.9,-3.5400000000000773,-0.5400952032222794,88316,-26.94374934078652,-48.72163589675503,1307.3400000000001
0ea22c1cfbdc755f86b9b54b39c16043,8293.299999999968,2263.8000000000025,-6029.499999999965,-72.70326649222854,35700,-19.45799501338864,-44.24812822762975,10557.099999999971
0eaa7e33d73809f1f925f7d07c506cbd,1228.0,324.0,-904.0,-73.61563517915309,9111,-23.671209032059874,-46.49116730072025,1552.0
0ebd97a106433a45a4aebe57c1799778,1818.3000000000004,1228.5,-589.8000000000004,-32.43689160204588,32240,-19.956086026625698,-44.05212106582629,3046.8
0ec28cec4046a4a199b6de9b4c891d97,0.0,296.6,296.6,inf,74110,-16.680677711076534,-49.26949682221062,296.6
0ed6ce5d87fd9c69eaacaeb778d67235,715.0999999999999,1426.3200000000004,711.2200000000005,99.4574185428612,13473,-22.72062533010144,-47.30723687984722,2141.42
0ee4fb99ac55ffbbc98795aa01b7f8fa,59.9,0.0,-59.9,-100.0,6539,-23.46503945141154,-46.88499666372503,59.9
0ef83d7d83ed97cd2a0049ac8be5f88a,939.5499999999998,3481.4599999999996,2541.91,270.5454738970784,80230,-25.44157136040363,-49.26687451387349,4421.009999999999
0f0c984a4a955310903b6b6008660bad,0.0,369.81000000000006,369.81000000000006,inf,14403,-20.553623627436433,-47.38735911880558,369.81000000000006
0f519b0d2e5eb2227c93dd25038bfc01,79.9,0.0,-79.9,-100.0,14940,-21.757320637712766,-48.829743533437124,79.9
0f7eea709efdf942b5f95c7516dbacd7,0.0,195.74,195.74,inf,19865,-22.815272553334733,-50.791271567189504,195.74
0f80a40c312b2472dca482cf50f5186f,0.0,129.9,129.9,inf,18681,-22.599122330556664,-48.78750986401859,129.9
0f94588695d71662beec8d883ffacf09,9.0,0.0,-9.0,-100.0,88037,-27.600182562331035,-48.506916255070074,9.0
0fe2d9733ed841eb064503920015a8c0,0.0,389.64,389.64,inf,19906,-22.984705982797625,-49.88183480538479,389.64
0ff83046c3fa22efee8ecf291888b191,559.1999999999999,209.70000000000002,-349.4999999999999,-62.5,95110,-29.19085626647707,-51.23023949816572,768.9
0ffa40d54288e4f3499b8780dd0f144f,0.0,2162.8,2162.8,inf,19013,-22.13572820128065,-51.39200415919773,2162.8
10076e5788b8ee532724bcd460baf762,285.2,536.28,251.07999999999998,88.03646563814867,14315,-20.897753508287284,-47.59026582347453,821.48
10089e9f2fd0c668a8fd4e52e1698888,1139.9,0.0,-1139.9,-100.0,15061,-20.810360710791425,-49.34854545859981,1139.9
101921376b577a4540dc30e9009133ca,373.0,0.0,-373.0,-100.0,13505,-22.37849011300643,-47.56519468442955,373.0
101a3a003516bc11253298b2fad3cb65,0.0,450.0,450.0,inf,13503,-22.412926935778415,-47.57929587700931,450.0
1025f0e2d44d7041d6cf58b6550e0bfa,33771.84000000013,105196.7099999998,71424.86999999968,211.4923853719531,3204,-23.595498594800546,-46.55972696351706,138968.54999999993
10264f60a8f0a4d2f30810f5c661c673,0.0,284.6,284.6,inf,13090,-22.887802678045404,-47.03827277348356,284.6
1099a00e0ee3a50935e6c2447ca090c5,599.8,249.9,-349.9,-58.33611203734578,20921,-22.89370323658222,-43.23151762119007,849.6999999999999
10cdd491d1dbea8fb4ead97b19c334ce,0.0,208.9,208.9,inf,37540,-22.247210939506793,-45.70752067761215,208.9
